instances,source,best,algo_hgs,algo_filo,feature_n,feature_k_min_,feature_capacity,feature_norm_scale,feature_dist_mean,feature_dist_sd,feature_dist_CV,feature_dist_min,feature_dist_max,feature_dist_median,feature_dist_skew,feature_dist_kurt,feature_dist_lt_mean,feature_dist_distinct,feature_dist_mode_freq,feature_dist_mode_value,feature_dist_mode_quantity,feature_norm_dist_mean,feature_norm_dist_sd,feature_norm_dist_min,feature_norm_dist_max,feature_norm_dist_median,feature_norm_dist_mode_value,feature_norm_dist_mode_quantity,feature_depot_dist_mean,feature_depot_dist_sd,feature_depot_dist_CV,feature_depot_dist_min,feature_depot_dist_max,feature_depot_dist_range,feature_depot_dist_median,feature_depot_dist_skew,feature_depot_dist_kurt,feature_depot_coord_X,feature_depot_coord_Y,feature_depot_nn_mean,feature_depot_nn_sd,feature_depot_nn_CV,feature_dist_centroid_sd,feature_dist_centroid_CV,feature_dist_centroid_min,feature_dist_centroid_max,feature_dist_centroid_range,feature_dist_centroid_median,feature_dist_centroid_skew,feature_dist_centroid_kurt,feature_centroid_coord_X,feature_centroid_coord_Y,feature_depot_centroid_dist,feature_demand_mean,feature_demand_sd,feature_demand_CV,feature_demand_min,feature_demand_max,feature_demand_range,feature_demand_median,feature_demand_to_capacity,feature_customers_to_vehicle,feature_nn_dist_mean,feature_nn_dist_sd,feature_nn_dist_CV,feature_nn_dist_max,feature_nn_dist_median,feature_nn_dist_skew,feature_nn_dist_kurt,feature_nn_depot_prop,feature_nn_angle_mean,feature_nn_angle_sd,feature_nn_angle_CV,feature_nn_angle_min,feature_nn_angle_max,feature_nn_angle_range,feature_nn_angle_median,feature_mst_dists_sd,feature_mst_dists_CV,feature_mst_dists_min,feature_mst_dists_max,feature_mst_dists_median,feature_mst_dist_sum,feature_mst_degree_mean,feature_mst_degree_sd,feature_mst_degree_max,feature_rect_area,feature_chull_area,feature_chull_perimeter,feature_chull_points_frac,feature_chull_depot,feature_chull_edges_mean,feature_chull_edges_sd,feature_chull_edges_CV,feature_cluster_count,feature_cluster_outlier_prop,feature_cluster_count_rel_vehicle,feature_cluster_count_rel_nodes,feature_cluster_core_prop,feature_cluster_edge_prop,feature_cluster_size_mean,feature_cluster_size_sd,feature_cluster_size_CV,feature_cluster_centroid_dist_mean,feature_cluster_centroid_dist_sd,feature_cluster_centroid_dist_CV,feature_cluster_centroid_dist_min,feature_cluster_centroid_dist_max,feature_cluster_centroid_dist_median
E-n101-k14,OBench,hgs,1067.0,1067.0,100.0,14.0,112.0,75.0,34.133567194798445,16.395299728411253,0.4803277558083558,1.4142135623730951,91.8313671900838,33.60803393038305,0.2482803565541174,-0.544546778447486,0.5113131313131313,0.0004040404040404,27.0,25.0,1.0,455.1142292639792,218.6039963788167,18.85618083164127,1224.4182292011171,448.1071190717741,333.33,1.0,332.62817475051475,126.46408197115775,0.3801965424787338,59.6284793999944,665.7326790837294,606.104199683735,331.7255787085326,0.18135484520067,-0.248097230005702,440.0,440.0,137.10507890396337,41.35376460099471,0.3016209532978816,125.77069842489767,0.3785845089893285,57.09469716571285,665.1257391568073,608.0310419910944,327.31683445687696,0.1714868588828355,-0.3035337844516874,422.6666666666664,452.26666666666665,21.23477232172661,0.1301785714285714,0.0788062643190144,0.6053704803655431,0.0089285714285714,0.3660714285714285,0.3571428571428571,0.1160714285714285,0.9298469387755102,7.142857142857143,69.0195693845115,28.628261732235647,0.4147847050848167,169.7056274847714,66.66666666666667,0.7425792254023859,0.6896624599255752,0.03,1.7529144375228674,0.8163633987632342,0.465717767672037,0.197395559849881,3.141592653589793,2.944197093739912,1.5707963267948966,28.430584811506428,0.3792381182374025,18.85618083164127,169.7056274847714,76.58537429558456,0.0016396559235238,1.98019801980198,0.8202897099884348,4.0,855111.1111111111,792888.8888888888,3442.359736397802,0.099009900990099,0.0,344.23597363978024,200.81897599315457,0.5833759146953598,3.0,0.25,0.2142857142857142,0.03,0.52,0.2299999999999999,25.0,21.77154105707724,0.8708616422830896,194.2546285077587,119.94047868793837,0.6174394896497811,10.540925533894592,491.3303093754012,170.22687826146787
E-n101-k8,OBench,hgs,815.0,815.0,100.0,8.0,200.0,75.0,34.133567194798445,16.395299728411253,0.4803277558083558,1.4142135623730951,91.8313671900838,33.60803393038305,0.2482803565541174,-0.544546778447486,0.5113131313131313,0.0004040404040404,27.0,25.0,1.0,455.1142292639792,218.6039963788167,18.85618083164127,1224.4182292011171,448.1071190717741,333.33,1.0,332.62817475051475,126.46408197115775,0.3801965424787338,59.6284793999944,665.7326790837294,606.104199683735,331.7255787085326,0.18135484520067,-0.248097230005702,440.0,440.0,112.32182679328434,35.04642164706517,0.3120179100324299,125.77069842489767,0.3785845089893285,57.09469716571285,665.1257391568073,608.0310419910944,327.31683445687696,0.1714868588828355,-0.3035337844516874,422.6666666666664,452.26666666666665,21.23477232172661,0.0729,0.044131508018648,0.605370480365543,0.005,0.205,0.1999999999999999,0.065,0.91125,12.5,69.0195693845115,28.628261732235647,0.4147847050848167,169.7056274847714,66.66666666666667,0.7425792254023859,0.6896624599255752,0.03,1.7529144375228674,0.8163633987632342,0.465717767672037,0.197395559849881,3.141592653589793,2.944197093739912,1.5707963267948966,28.430584811506428,0.3792381182374025,18.85618083164127,169.7056274847714,76.58537429558456,0.0016396559235238,1.98019801980198,0.8202897099884348,4.0,855111.1111111111,792888.8888888888,3442.359736397802,0.099009900990099,0.0,344.23597363978024,200.81897599315457,0.5833759146953598,3.0,0.25,0.375,0.03,0.52,0.2299999999999999,25.0,21.77154105707724,0.8708616422830896,194.2546285077587,119.94047868793837,0.6174394896497811,10.540925533894592,491.3303093754012,170.22687826146787
ExpGen102_1E22_01,ExpGen,hgs,23232.0,23371.5,102.0,19.0,31.0,944.0,355.5142930054501,180.48575230602697,0.5076750945235838,6.082762530298219,954.6318662185964,335.76479863142293,0.4801997733633218,-0.1987510410303574,0.5404775771694816,0.0003882741215298,4.0,309.56,1.0,376.6041239464514,191.1925342224862,6.443604375315911,1011.262570146818,355.6830493976938,381.68,2.0,543.8291695514387,192.8454569119529,0.3546066811219703,75.36626697710687,975.4345367955248,900.0682698184179,560.4796390431211,0.0281891595751944,-0.4809049371165299,217.9937633531728,888.8672662129783,269.6468049198633,77.7441040475211,0.2883182838774076,136.2826106022763,0.5160397584925478,15.866021027791472,536.5787168849921,520.7126958572006,245.7453725175494,0.2418985238080595,-0.9712734083148788,532.1016118311735,506.8232801595215,494.5921023986255,0.1793168880455407,0.0980907212036456,0.5470244452309131,0.032258064516129,0.3225806451612903,0.2903225806451612,0.1935483870967742,0.9626485568760612,5.368421052631579,42.72793450161237,28.56667685352042,0.6685714436405166,146.73808958409143,36.265344848779,1.2405609515928846,1.6040101135094869,0.0196078431372549,1.5403155746853217,0.8849134464724282,0.5745013950490057,0.0344277211184313,3.061784002121149,3.0273562810027177,1.52231363981815,34.07514825329534,0.6089861773744613,6.443604375315911,180.00372055588602,48.04732227189842,0.0014301433709729,1.980582524271845,0.5742125468979123,3.0,878147.6676960643,640919.5678325194,2914.9907842496505,0.145631067961165,0.0,194.3327189499767,82.97180451084408,0.4269574622284881,3.0,0.1764705882352941,0.1578947368421052,0.0294117647058823,0.7156862745098039,0.1078431372549019,28.0,33.23652609203716,1.187018789001327,183.2411836840767,99.13270199805444,0.5409957521829132,18.538135593220296,381.7524003656982,182.45499846957887
ExpGen102_3E55_01,ExpGen,hgs,13270.0,13270.0,102.0,6.0,1373.0,992.0,365.08161485652073,181.1610139077178,0.4962205888645342,8.48528137423857,953.2365918280728,346.5977495599185,0.4073866888044668,-0.3842391121492543,0.5348476024072996,0.0003882741215298,3.0,334.0005882352941,17.0,368.0258214279442,182.6219898263284,8.553711062740494,960.923983697654,349.39289270153074,301.655,18.0,805.7676701579074,180.6556193984028,0.2242031122482234,282.08700173504417,1206.9087940473394,924.8217923122952,806.4824544867208,-0.0540373678723444,-0.0135224105032292,1000.0,1000.0,434.3807099007904,73.43878716848789,0.1690654890850489,124.52610503754846,0.4773157139231542,15.164432395707566,520.6564692203405,505.49203682463286,253.87560901793103,0.0157779376963428,-0.9488300715102054,453.362191650854,452.719797596458,773.5169768399526,0.0557816717364294,0.0110501062677895,0.1980956454658041,0.0364166059723233,0.0728332119446467,0.0364166059723233,0.0568099053168244,0.9482884195193008,17.0,44.11676899515881,35.331837377353445,0.8008709201081932,282.08700173504417,39.26278648014203,3.8036071346537033,20.32509088586122,0.0,1.413294127222782,0.8787722347895012,0.621790056197536,0.0559415712335637,3.0193974828984333,2.963455911664869,1.4450890680284436,38.95876297670542,0.7013572401424405,8.553711062740494,282.08700173504417,50.28931910239133,0.0014323002484891,1.980582524271845,0.6823799375070128,3.0,956653.2258064516,672998.9106399582,3165.57776254545,0.087378640776699,1.0,351.73086250505,235.4228742995529,0.6693267477947653,1.0,0.1372549019607843,0.1666666666666666,0.0098039215686274,0.7745098039215687,0.088235294117647,88.0,0.0,0.0,232.44515317449267,106.81081952515812,0.459509772806392,28.63957108137987,445.0909897431545,223.42176764021443
ExpGen102_3E73_01,ExpGen,hgs,18440.0,18477.0,102.0,10.0,154.0,955.0,357.1698471602084,178.08459483047568,0.4985991853634719,1.4142135623730951,936.987193082168,345.950863563021,0.3869149192369924,-0.3520608329941517,0.5247524752475248,0.0003882741215298,4.0,421.47,1.0,373.9998399583333,186.4760155292939,1.4808518977728746,981.1384220755684,362.25221315499584,454.59,2.0,781.8440062760908,207.45519534181253,0.2653409039098707,353.62606891661324,1199.3917667637384,845.7656978471251,775.1693116060262,-0.0888025118118922,-0.5773919114174837,1000.0,1000.0,409.810113320914,44.622239746037536,0.1088851599694289,131.78322233038662,0.5013210147908963,16.607529742599176,511.0064780699058,494.3989483273066,258.3503434658799,0.0129162905008338,-1.0366011964427293,445.9090442459705,489.2824145364951,753.5577213127647,0.0975299210593328,0.1634693945063752,1.6760948099909547,0.0064935064935064,0.6298701298701299,0.6233766233766235,0.0357142857142857,0.9948051948051948,10.2,43.24085176807666,39.547496502226416,0.9145864358625578,353.62606891661324,37.71087561333844,5.102563968329704,35.527489856959726,0.0,1.4057748993487948,0.8958767954916304,0.637283249193475,0.0159422903324898,3.095067547417332,3.0791252570848413,1.3136764438633806,41.1308761809976,0.7467507295568945,1.4808518977728746,353.62606891661324,48.55817257133029,0.0014001792983975,1.980582524271845,0.6382710646172272,3.0,938219.895287958,726557.9342671528,3229.9321450164543,0.087378640776699,1.0,358.88134944627274,177.97245116918538,0.495908888672492,4.0,0.0588235294117647,0.4,0.0392156862745098,0.803921568627451,0.1372549019607842,24.0,24.423349483639623,1.0176395618183178,177.12371562994073,114.64121752048318,0.647238101982908,7.961731060599783,458.8188334069881,136.81348934767382
ExpGen107_2E63_01,ExpGen,hgs,9036.0,9036.0,107.0,10.0,577.0,958.0,344.1177736669853,170.08294466788018,0.4942579479561418,4.123105625617661,946.1606628897651,325.3013987058771,0.440057492288371,-0.2761702746732468,0.5397637101040381,0.0003526714865103,4.0,200.71000000000004,3.0,359.2043566461224,177.53960821281856,4.303868085195888,987.641610532114,339.5630466658425,230.8025,4.0,254.4536250964243,123.59039737011663,0.4857089276023578,29.39483891509128,520.9814095434033,491.586570628312,248.8680621254832,0.0815807173757062,-0.8141109253780208,520.8768267223383,520.8768267223383,50.45874843740615,15.362372081523578,0.3044540849161277,124.86204099439684,0.4938179955318631,9.398223306472412,541.8488388930297,532.4506155865572,249.03944482791445,0.0634195687603845,-0.733008682849996,513.267516047841,541.8414531832284,22.30285119857264,0.085796660133789,0.049825720795214,0.5807419626535245,0.0017331022530329,0.1733102253032929,0.1715771230502599,0.0901213171577123,0.9180242634315424,10.7,42.31389009883786,27.679432260988865,0.6541452983012089,157.961857520058,38.84716923993402,1.879204907121905,4.809309321349762,0.0,1.4501082790653097,0.8905621343384024,0.6141349216435261,0.0078635338521167,3.1183410307793293,3.1104774969272126,1.373706191032427,29.43677992309674,0.5636730292174886,4.303868085195888,157.961857520058,46.740319785465786,0.0013534723619464,1.9814814814814807,0.745125908841878,4.0,918822.268034048,591061.5365170131,2865.7468457396485,0.1018518518518518,0.0,260.52244052178617,110.50803095951854,0.4241785496028213,1.0,0.102803738317757,0.1,0.0093457943925233,0.7850467289719626,0.1121495327102804,96.0,0.0,0.0,229.8217187110876,110.49874459629578,0.4808020112981813,10.93915476606173,465.2224215506498,240.2675566559402
ExpGen112_1E12_01,ExpGen,filo,19252.0,19252.0,112.0,23.0,5.0,934.0,337.0439265455774,177.13150569857174,0.5255442740476702,3.0,980.2943435519762,318.2553998758892,0.5488387580780165,-0.080430827717902,0.5349099099099099,0.0003217503217503,4.0,227.39666666666668,3.0,360.8607350595047,189.64829303915604,3.211991434689508,1049.5656783211737,340.74453948168014,243.46666666666667,3.0,357.7536985385587,171.0515407793994,0.4781265476168472,51.10630393726319,823.4186885488185,772.3123846115553,329.27691354041895,0.498728520466933,-0.3207758058801628,592.5867290162048,220.01355558704927,144.0788888454028,41.65374760971381,0.2891037538081547,142.1072795846993,0.5699949354031314,12.08021437837554,552.5515941063064,540.4713797279309,230.08301629662407,0.3650474166166837,-0.930061548325599,475.1835423676967,467.2204802691953,273.66909187196984,0.2,0.0,0.0,0.2,0.2,0.0,0.2,0.9739130434782608,4.869565217391305,46.12771172598119,34.72742457066507,0.7528538327884371,181.15429200907383,41.57706175363512,1.808213521778672,3.709601916490154,0.0,1.475370486092576,0.9048849698023144,0.6133272817452408,0.0173120163531593,3.1294720350477103,3.112160018694551,1.3885890990020002,35.48699297339418,0.640678499298195,3.211991434689508,181.15429200907383,45.54400511697087,0.001358554813129,1.982300884955752,0.6649545980236886,3.0,944025.1456973988,722557.0753224602,3104.382213640155,0.0973451327433628,0.0,282.21656487637773,102.64770211807644,0.3637196213590095,2.0,0.1964285714285714,0.0869565217391304,0.0178571428571428,0.7053571428571429,0.0982142857142856,45.0,41.0,0.9111111111111112,184.350510912116,95.50705150327984,0.518073158738411,19.325778379212743,445.57549396221896,181.9250149670363
ExpGen112_1E34_01,ExpGen,hgs,9023.0,9023.0,112.0,9.0,104.0,945.0,354.0893999353684,180.45827710277976,0.5096404386454907,10.44030650891055,919.0348197973784,335.2983745329236,0.4924996821919884,-0.2470561782570364,0.5376447876447876,0.0003217503217503,3.0,275.5742857142858,35.0,374.6977777093846,190.9611397913013,11.04794339567254,972.5236188332048,354.81309474383454,219.34,1.0,272.3434089641842,144.35019267324884,0.5300300573539207,26.30341919050081,664.3229803142139,638.0195611237131,259.0758277232377,0.6823395946727767,-0.0485402761271567,383.04297127769536,509.2040853271339,60.82244216473092,22.651323269488536,0.3724171944319484,136.8028834377825,0.5210727909795465,13.360870785701536,581.5171295329542,568.1562587472527,253.68413027177505,0.26185318585993,-0.7612688185897052,468.1216931216932,520.4648526077098,85.82070723523343,0.0728880494505494,0.0153995459432109,0.2112766915742296,0.048076923076923,0.0961538461538461,0.048076923076923,0.0769230769230769,0.907051282051282,12.444444444444445,44.98384685229134,26.8235028818788,0.5962918860620408,160.66893561827044,37.99221813971691,1.2679540220421373,1.7446293920114018,0.0,1.5294098150184148,0.7962021007785935,0.5205943449297185,0.0964737751825849,3.0090411212931234,2.9125673461105386,1.5102782719329104,30.05684930404696,0.545408913904927,11.04794339567254,161.2810894714989,46.18772803501703,0.0013078757053269,1.982300884955752,0.703748508037913,3.0,908014.8932000784,651945.3542733968,2969.848550025906,0.1061946902654867,0.0,247.48737916882544,103.05315263130495,0.4163976077382372,2.0,0.1696428571428571,0.2222222222222222,0.0178571428571428,0.7142857142857143,0.1160714285714285,46.5,35.5,0.7634408602150538,188.08352402156973,95.91671050396198,0.5099687014209819,30.32073816273954,389.9616264163328,202.54467099134573
ExpGen114_1E45_01,ExpGen,hgs,7810.0,7810.0,114.0,6.0,930.0,894.0,345.200308569229,174.29532005288672,0.5049106728070386,3.605551275463989,965.9321922371156,326.3694225873496,0.476685741191534,-0.1939599419818991,0.5382704548983077,0.0003105107902499,5.0,123.0,1.0,386.1300990707259,194.96120811284868,4.033055117968668,1080.4610651421876,365.06646821851183,265.7366666666667,3.0,292.39969766178774,155.06523862073144,0.5303194218760512,24.90212337069253,667.8265032863253,642.9243799156328,276.0066384931385,0.3907144009390003,-0.582761522510387,483.2200119258292,354.4742308909051,41.95748623608521,12.395465689173914,0.2954291784647787,137.9407884182791,0.5080946718463557,20.82810709064873,548.3249212357803,527.4968141451316,248.78293690681136,0.2693835366482338,-0.9025609682007204,474.71447074061,483.8494446406844,129.65450305968758,0.0516317675910205,0.0291486980245521,0.5645496829673032,0.0010752688172043,0.1075268817204301,0.1064516129032258,0.05,0.9810035842293908,19.0,43.26936479067199,27.84115383072669,0.6434380066686045,139.24265162948933,38.17907867086356,1.1965269361407722,1.7671169417631285,0.0087719298245614,1.5686201386903662,0.912971854179568,0.5820222701856959,0.0322854284784832,3.1074453481987385,3.075159919720256,1.663273732895811,32.31195187586007,0.5923443719094907,4.033055117968668,178.14406310173115,49.08332174194622,0.0012336578785596,1.982608695652174,0.6591510837651209,4.0,937092.4232642172,740991.396783929,3149.54970493542,0.0956521739130434,0.0,286.32270044867454,141.81210136581558,0.4952876636871355,3.0,0.2280701754385964,0.5,0.0263157894736842,0.6578947368421053,0.1140350877192982,29.33333333333333,34.41253001774532,1.173154432423136,178.84905505194038,97.06956424829298,0.5427457484754535,4.496588644796844,410.2455669253357,178.4920693721893
ExpGen115_3E32_01,ExpGen,hgs,33254.0,33254.0,115.0,19.0,46.0,962.0,370.3511820532633,181.1348321789212,0.4890893858491064,10.816653826391969,973.6431584518016,356.4168907333097,0.3629996555928929,-0.4104784376214141,0.5249427917620137,0.0003051106025934,4.0,240.59666666666664,3.0,384.98043872480594,188.28984633983484,11.243922896457349,1012.103075313723,370.4957284130038,260.08500000000004,2.0,784.2116599881464,198.64984916752232,0.2533115220073685,274.152510599708,1226.3618972081615,952.2093866084538,774.4282744282744,-0.0387620787156433,-0.2005737520145909,1000.0,1000.0,475.6594191156916,83.12331482296823,0.1747538500919513,125.42038831544728,0.4570491287164577,37.53998153917455,529.6687399449094,492.1287584057348,278.8754643955975,0.0347484889464337,-0.8652973001519375,441.1100063273976,498.942420681551,750.6108997475492,0.1631379962192816,0.0364187395644665,0.2232388554994529,0.108695652173913,0.217391304347826,0.108695652173913,0.1739130434782608,0.9874141876430206,6.052631578947368,43.98065324577767,32.36776902807822,0.7359547127960331,274.152510599708,37.55175024571401,3.504847687317438,20.557645593521283,0.0,1.4926942898464413,0.7680666954029836,0.514550568477084,0.0945365197632974,3.1281405502770943,3.033604030513797,1.428997743089958,35.208869446537776,0.6286165597094405,11.243922896457349,274.152510599708,52.4407411876484,0.0012321772870934,1.9827586206896552,0.682070360167327,4.0,987525.9875259874,722245.7544702868,3241.362380070773,0.0775862068965517,1.0,360.1513755634192,184.1577291936954,0.5113342380147788,1.0,0.2260869565217391,0.0526315789473684,0.008695652173913,0.6695652173913044,0.1043478260869565,89.0,0.0,0.0,228.4666572671953,102.2794403049823,0.4476777553818932,32.352404803445694,443.9128418918455,240.53407202278515
